Feature1,Feature2,Feature3,Feature4
2.7499297785011554,4.213397441728208,-8.855670036868371,9.317480463131304
-2.530099217016898,9.131613511507103,5.917543732016526,1.3815982951049022
-5.496345842841379,1.3901669467208726,-1.8441606788411247,-4.028624184053612
-6.619904689429788,-7.784426218380355,-8.199735297858636,5.662002853229743
1.7751228523435787,3.47946730792311,-10.589930123978867,9.117096750353932
3.5728007276782527,3.163097515182118,-8.603987715607367,9.184208199014376
6.478668193483507,-6.206445835761752,-5.667113208401272,-5.376604594360813
5.9797800773485195,-4.7133130990384,-6.969116195594852,-4.5059000893843875
5.601941833326496,-5.216565033907191,-5.17779650119499,-5.612956492266257
3.7498434049648868,4.597775225594941,-9.550306635915751,9.518228369958146
3.6557317671652716,3.015106162902221,-9.285674648844918,8.643921193220528
-3.7094940301085266,8.679784892357373,4.164933525067145,1.31984045136702
-3.2559094723768407,1.4326987702713156,-2.968659491526659,-4.938141974605376
-7.3672334152237635,-7.312667781095567,-8.443875614257713,6.902538434678441
-2.697996619983749,2.0164446845672086,-0.3627887290097248,-4.60703750875721
-3.3314180186191815,9.257973339690233,4.884845407336824,1.4662265085696022
7.734748381840014,-5.278519553554524,-6.388527614603132,-5.514143503731036
-6.234251241566122,-5.511478035743598,-9.803251217216115,8.009574375497142
6.62748552166,-6.5004294655823,-8.787740916130929,-5.4478644065702735
-4.351541031335814,0.3855188287189264,-1.4494625863630204,-4.545428225921289
6.4659563749035955,-4.378341367286292,-7.009464834982523,-7.131101809581577
-3.189222344631241,9.246539825359324,4.932951309526783,1.258818265914364
-3.2112507169301026,8.686623981600553,4.247770683095943,0.5096547358086134
1.3708822312497273,3.6775657218665874,-9.90865742227827,9.822362989641803
3.0889749244533293,5.330747146366582,-8.206151123046425,10.046906930829529
-1.6095977476194996,9.321585649074931,5.452740955067061,2.602798525864344
6.972020530193217,-5.900820372733145,-6.82953715772623,-7.926612870198119
-3.8472996302818423,1.3479023077669767,-0.8763668098632105,-5.0217738510300345
1.7247367315041837,5.537158369232529,-9.738365701116479,9.523773496711428
-3.5220287433871738,9.328533460793595,3.7318547607068906,0.5608659826054405
-1.9872560574358524,9.311270801431508,4.890371686573978,2.319617893437708
-6.400647365404878,-6.546447487988998,-7.800787812378111,6.813506516643956
1.5050117847638034,5.570798996106489,-7.289411990464701,9.035358482800227
-5.718294817065191,-1.0890073103607325,-1.0939729761462018,-3.6666921728092277
7.427213892175073,-6.3044035027630105,-7.181699539280295,-6.335284260342275
-4.702938892717484,-0.12571896560635876,-1.5292434457424748,-4.647507773736288
8.162302559250566,-5.122406101879699,-7.387687480187193,-4.477817236597136
-3.9416764000583058,-0.38674601858296054,-1.524166591101449,-4.92031984084561
-2.3956802778015023,9.676416802719368,6.225895652373453,0.735354185113883
-6.945706989798587,-8.091125793038403,-9.49016386443817,7.370921586815117
-1.7181656760097033,8.104898673403582,6.042673147164201,0.5713186211484511
-7.530269760273097,-7.367234977040643,-9.43072168087488,6.459532145818887
2.8081003935150077,4.586909117705874,-10.555286257213163,9.350485687097907
-1.636876986332072,9.197628133936673,6.829681769445774,1.1648713985855805
-6.157955127108035,-8.009161364493176,-9.362848022915784,7.812897476726621
-3.3381926339748222,8.454105088001352,5.387172441351363,2.583539949374197
-2.9620300954331586,1.0082140527420502,-0.636003840309688,-3.659238908924203
-2.31013792747928,8.414069251039527,4.70968092121812,1.5878560870789717
-0.47710548000939745,6.452394128511651,-10.977882580847547,7.752798296282994
6.166109293826404,-6.70654639469319,-6.240830339863192,-4.707231344461763
0.4657183362044246,3.7333363949549963,-8.08755032344964,10.24841878535338
-1.651537999850731,8.854347598234895,4.620862628325413,0.9706403193029232
-6.049291374607025,-7.736193419184814,-8.766761519416617,6.845865468733587
-1.883530275287744,8.157128571782039,3.5689863381669893,2.455642099183917
2.018697695773607,3.003086866728366,-8.0849118123168,10.275559333815558
6.276646039937383,-4.66446916673029,-4.478914349923379,-4.788666274659135
2.6170545765294615,5.014867114701216,-8.829381524297187,9.679388467209261
-0.6434231119079936,9.488119049110109,3.448575339025453,2.6297232925745617
7.185362659578839,-6.651685768225514,-6.335319498488859,-6.341028799575527
-3.4838792932800717,9.801370731940773,5.798474415235505,1.1524873655890215
-2.1655793334842888,7.251245972835587,4.963962805622897,1.5880874035244155
7.326778687347705,-6.2411291945801795,-4.206192442592484,-6.937624725934662
-7.740040556435223,-7.264665137505772,-7.83203494742157,6.746631045975555
-3.6614154793146723,0.9628218044101904,-0.27531330221833805,-4.077434042568266
-7.506594248939037,-5.067661035279018,-8.130575821180535,6.7610561396044355
-4.019604359346717,0.3263069094547466,-1.2910474640445038,-3.0135388934309706
5.281974117593014,-5.97798318832716,-7.533613681917347,-8.133890240511343
-3.3346948198452617,8.692900286545328,5.052810290503726,1.4094451311367573
-2.7545857390556208,8.260549963840832,3.750364406602578,1.1573593989752937
2.612955065556485,5.270155136503817,-8.767827932886586,9.905471074347183
5.770870229251875,-6.580098140474337,-6.589979547759515,-5.964544296115146
3.071852950183511,3.626216344360341,-8.270916048449624,9.595796647932286
-6.541130783656856,-7.295397507176748,-8.205545890529725,9.594215773303098
-2.610814897931093,-1.167363355390917,-0.32855342281602784,-3.048712059211578
2.1475247375120827,3.732046014795656,-9.466012611051667,9.941495072276274
8.32142520284614,-5.334198777068432,-7.0685125116163965,-6.387678880589029
-2.4333930648590236,8.33712441668621,5.614998569645852,1.8261123024385935
3.1278261678221595,5.3484818614812895,-8.949579892054766,8.255192130509403
-3.6318672692631035,0.23622365894067993,-0.7744058256824105,-4.650320852661686
2.8629437838528995,3.508827576618518,-10.03449354729873,7.508656312294355
2.7939989455125205,1.3129089352908334,-8.439544413711847,7.658483264461786
-7.11857523801768,-7.787673255317545,-9.415099087204343,8.078914141324459
1.9821422842198322,2.730676453802861,-9.460205699173162,8.717145385765004
5.999575270942429,-6.977158053196733,-6.329417187598762,-7.1018830339899655
-8.394818253349822,-5.513235325831422,-7.193360043134726,7.074486875942325
-6.471374435436799,-8.582693197513787,-7.809172119310366,7.796120397911746
5.123196501438341,-4.490633683007295,-6.915358801750434,-3.7737105172630714
-6.701926190218016,-8.215453951986047,-8.458129905630047,7.934108660782527
-3.79195033402476,1.046614008685225,-1.3174971807852314,-2.480366155608408
6.435409945078228,-4.262491649584525,-6.214833198655876,-6.668995774049363
0.6429810068496484,3.43052151597899,-9.621437086957748,11.192754906757674
3.616805298089148,3.314490207602581,-10.579702463540258,7.244806929636171
-3.038957826819789,9.527553561311677,4.736956385576142,2.9418146744736213
-3.317691225945938,8.512529084613785,5.5552809539301755,2.3019207936004165
-2.4115215245039185,8.241276344342856,4.664389010487044,2.471167975186182
-3.583174810240231,0.6856283124238236,-0.6516478100186457,-4.610903566609005
-3.564525041535686,0.9843157627924208,-0.7263781585959153,-3.0657173540829383
-1.8272446517577863,8.704019371604865,4.964045188716543,1.8430266295730475
1.932564540576949,5.601568771370381,-10.264702416143221,11.199137476150701
-2.949242109749734,9.145026705484414,6.081152125294217,0.5373075327612926
-3.8868669910098412,8.0764610882832,5.154914103436761,2.486955634852941
-2.3889019913408513,9.52872496225707,5.351493714316991,0.8485275921028628
2.213399302884079,4.207888104077058,-10.948166255063871,10.144450609267107
1.958161888271183,4.490213966224389,-9.266952898633678,9.82011779747517
-6.168667222947779,-6.435846281789907,-9.199293922455091,8.48285271886295
-3.0985623799969617,9.863888225219346,4.996894322193149,1.2802600886800777
-4.684297490596544,-0.4447744684641074,-0.5316247852259367,-4.369243334811965
0.3293434206687902,4.063111929126159,-10.576901221234868,8.294607726024115
-3.970049141425532,0.7806827075024142,-0.8399771987783469,-3.5302016100891045
-1.5551958595595479,9.66567737950412,4.324609591587755,2.7321389044339996
-2.412201658060032,9.609443153635235,3.8216581529946287,4.065556959626193
3.8199867617136984,4.802294417187919,-10.159489103866747,9.970779824596045
7.414933094393126,-4.5262845625501695,-6.4636547323379405,-6.53558355310829
-8.184096691656123,-6.210437044445908,-8.471729510539163,6.383643129171348
-7.40235021167031,-5.831100367439057,-9.542671447178769,5.915061619135144
-3.9877196134201776,8.294441919803614,4.1792400652683135,3.0302919101596477
-3.2683302846064484,9.16467991467453,4.981634812005261,3.8493405231566182
-2.300334028047995,7.054616004318546,3.3116927873296707,2.1700309198098555
6.680856965074202,-6.50663565678066,-5.9035285129188715,-7.00962517268343
-3.7207708392319097,0.14196233983406892,-1.022615783695994,-4.470818606178191
-6.319836743220231,-5.799328867721325,-8.004405602087106,7.78270299472714
-3.515215004552452,7.80009751541059,5.797989709728169,2.7648323779036676
-2.52771075904514,8.725627489278184,4.962597396566191,1.145938740388409
-3.436128094630833,8.954760772136522,1.3986114961590288,0.9487820426064422
-1.5458214938084285,9.42706705513482,5.4619389962225915,3.869962666594679
3.044870666873816,6.601203962260182,-8.204037295573432,9.962106163292246
5.980762362365387,-4.761175436897954,-6.5384604125533965,-7.0876549624241685
-3.607104601305143,0.10348006522296616,-1.0919726859125778,-4.518609471536572
-5.953449643619629,-4.970692952805816,-10.236895330455152,7.886492152189274
-1.2422864738661274,8.306616662579541,5.08369826437433,2.7478037373700688
-2.5450236621627016,10.578929784012328,2.020133732138357,2.795072188315956
-7.0376350897302595,-7.306990663223367,-9.850432131896177,5.668666243632934
7.311734084675848,-4.579743928949152,-6.182479097154281,-7.62874175088717
3.4216556714501776,5.086085238833678,-9.528679744163776,8.751260265534313
-6.865697899238324,-6.90423468038595,-8.640242995868155,7.17916250357476
7.048540767761077,-6.404574680226306,-6.892117337607744,-5.7455457841762305
-7.149034025595828,-6.1625673374799845,-7.3359707045399825,7.397617695918479
-4.537804502543698,0.689736087882,-2.1035702128557334,-5.495439707259867
-3.227641844305186,8.800838976486475,4.950786401826106,3.448525900890284
-2.5226948477906843,7.956575199242421,5.4624237483312905,0.7523260339697098
-7.4101283387617976,-7.455927833920627,-9.113379453787655,5.021601750763118
-5.321472604481079,0.4120230600160625,-2.8658200011886876,-3.4153612323495586
-8.961556599034992,-5.183653224985909,-8.627310289433392,7.226809803628311
-7.110561721359948,-6.183903228462528,-6.989371661690665,8.45008794504646
-2.151410262704467,9.575070654566556,5.722930079403378,3.0269717359756347
-3.3017183614854506,8.899549686731422,5.144866115208559,2.8389248781108534
6.560570767657181,-3.1735084487801584,-7.167175223827718,-4.692792997487256
6.2055705648169255,-6.638020500461378,-6.536446715781411,-4.62020132278898
6.8094267970583005,-5.7501717662810625,-5.926562486111638,-5.141263528144982
-4.022457284813474,0.9428455584550348,-2.9319757792261845,-5.302184664948967
5.301726526478739,-6.724831824945128,-5.163086747913562,-6.988804081902719
6.0354501524674955,-6.055687472922605,-6.751677474399217,-6.161493580555836
-2.6181605942481365,0.47226057034587515,-2.3604018594525957,-4.680192117267379
1.576797713463404,5.61483603303861,-8.00873796835324,8.875337016086618
5.461254396978923,-5.443397076207449,-5.729723774925889,-5.918110705479825
-3.8294308300733926,10.845744894052675,5.819318956949388,1.5039940318360272
-0.37616424839648355,7.062198328675819,4.488093741192518,2.5614868904253085
2.635818207594592,3.1386589907225035,-9.845686651507297,7.729612969362297
-5.432649306797537,-6.683554816764372,-7.806483217167376,5.837962542461732
-4.590333415783627,0.35060996192923943,-2.1535195481576466,-4.483378725678201
-2.9456979402825088,0.9223229945164422,-2.0073269370014883,-2.4001063034296495
7.385696713100869,-6.03454534355269,-6.296509938633116,-5.815970585227224
-2.7277690892444943,3.084692274663371,-0.7814664539441095,-3.849620879456995
-2.7910424208232323,1.442655094767615,-2.1339772949812943,-3.7683649089146263
7.531962593155595,-5.831054983447279,-6.543980569448613,-3.138802235086463
-2.4489674131117236,11.477528240683608,4.447517871446979,2.2747170262743444
-2.5439093927579934,7.845608090578789,5.782701650743122,2.7251027166275064
-7.8555004441286025,-5.826467796668107,-9.787726645467954,9.955904980336094
-5.251011645579978,-8.260211051490838,-10.541710195991165,7.267975216602085
-5.623871065577749,-7.774716895495451,-9.02519940079737,6.883791857224528
7.371234173836207,-6.126050938526244,-4.6365368046245825,-6.731545988545926
2.421523357469455,4.80864749562365,-10.071496576383325,10.97218380652992
1.6736481004563164,3.8121938516024803,-9.909945165301334,11.474945026800727
7.207179728530158,-5.677212395022066,-5.824744663411618,-7.25258339601069
-4.04641210790155,0.5719805156035255,-1.5859556089657638,-4.825419776862621
-4.0494638822797935,1.3059369058045394,-0.5676109066054722,-5.923949169277342
6.6213379109577994,-3.980966189764733,-4.702241441310118,-6.789006059517596
-2.8141955058106745,2.453476086865351,-2.590649221610102,-3.6787179728026396
-6.697760936092775,-6.6318890069756105,-9.297688656176254,6.473678546033911
-2.013964455056238,0.43446781883013647,-2.069506394068148,-5.689131588651988
-3.9415608977681726,0.775289791464364,-2.1707031470793314,-3.7513561515750715
2.225223255715475,2.645707440923677,-8.04080491275389,11.194074716335408
-4.886811875350531,-0.8844895321441733,-1.9878168517476502,-3.3130237236564026
-4.558704973126708,1.5250894502259185,-1.6958749592642262,-4.579065659281158
-9.351271691278559,-7.6770048487464235,-8.261255629455471,7.1204775294557106
-3.4020493426331626,0.23558195506084006,-0.6222891462701822,-3.5600497120261076
5.93203049540563,-7.619754403507537,-6.446181341700687,-6.453657311314608
2.099122125924431,2.8784593317323393,-8.592043294636811,8.904440460078574
-1.0580540152577085,9.973556954283529,6.793061293739658,1.2058221210526825
-3.109836312971555,8.722592378405045,4.038172223998704,3.82544786844967
-4.110063421161927,1.6288987295118218,-0.7675429048768233,-7.115805830703442
-6.831105563206443,-7.711059709686984,-8.567870930856172,7.273284806049566
-3.8327153878747424,-0.9624228668201733,-1.6703087042075486,-4.927573601629744
-3.755298748811845,-0.5325465082812009,-0.0953917862929845,-5.041592044253662
2.630196744580715,4.348060679077267,-10.03474372863448,9.592287036138194
-2.9592630945319938,9.63713606054582,3.572258406845507,1.8307901989194386
-4.047788887191819,-0.4794006720258842,-0.2540189578707124,-4.29579835999276
-6.608048353955897,-8.156858169096257,-9.919384297044273,8.376675768831607
0.6196949630644821,5.911028299107848,-10.832173349475235,8.705291845443979
-6.043935079086128,-8.009816447933565,-8.308523578720727,8.765091536156604
-4.043692652248176,-1.3867204128528818,-1.9098245348986467,-4.082572294898046
-4.052603655436937,1.4480031798476962,0.25117863083096026,-2.8605027424551137
-2.2951038789225464,7.768547349486333,4.813059762079283,2.358487063669569
-2.950303507711788,2.110711456192989,-2.595448499037607,-4.767881455192056
2.271683918574931,5.738904835684384,-9.683605646470903,9.677218569010225
7.644900501814252,-6.510012875003937,-7.785311322599831,-4.830576150975837
-4.1739512034763475,2.093775803149474,-0.8001801792164465,-4.470897514068322
5.913322873418669,-4.517124611224039,-5.272190535263719,-5.722771682024146
-4.9688375599556,-0.5726742889344358,-0.41079203518410945,-2.464803823457236
-5.711845129491463,-6.625688749974733,-8.500725094560808,6.911645949376235
-2.7326604083786012,9.728286622290414,5.113116460801646,1.9003407712838591
2.188752443077232,4.653902819929058,-9.299141470176133,11.85349718315078
6.889605995497004,-3.151534672254082,-5.797991010226443,-8.092672562087142
-2.9620185068960003,0.7822527978465814,-1.973537001798123,-3.8139136708330597
-6.378710003526889,-7.857664838074498,-8.738995451206785,8.074910038870492
1.8013360610345117,4.18833739491544,-9.379927306136398,7.356462174815595
-1.7707310430573397,9.185654409388292,4.524230553839861,1.6720659883514433
-2.4636257831489363,8.362685780592505,6.783822925553427,2.607088706258743
-2.2493148288043265,9.796108999975631,3.4029281253500194,0.6527130708564557
-5.286440564511873,-7.391325269707131,-9.827932576894591,7.197735995399055
2.667784416005251,6.324706279226369,-9.896088349036951,9.617347370903826
-6.508481317779961,-7.484094779991767,-8.751737969163111,7.167845680106623
7.104740588090043,-3.588215441533393,-7.00701888623813,-5.404069674850087
-4.556636736032198,0.9270511773186979,-0.5606901019300029,-3.4211258662255872
2.390973543737077,3.768112743593548,-9.559565291149134,10.676648905847184
1.3038929692949783,5.05637593286535,-9.883259792375979,10.64593911591362
-7.455265017389044,-6.758099778630585,-6.278243218367216,7.227463015774053
-7.960690518751168,-6.2641739863316825,-8.245226498667627,7.0139764761847125
-6.623597456837395,-5.897418609330432,-7.172853312173434,8.337892980516834
1.849228410580306,4.177030603502376,-10.684585200979154,7.958146160645592
-3.801884730271481,-0.9431493456726094,-0.4418706925824817,-4.843561281578156
-3.3489194652335263,8.4148934827543,2.5159831119182945,1.447414662259971
-5.821202704301682,-8.63884907969906,-10.021586269301785,5.284290737738603
7.268007077013634,-3.695722316722778,-6.342706948182579,-7.059912744160458
3.020310344723828,1.2651961777272196,-7.499935409303223,9.258607415084713
-3.505336483880733,0.25387097802621483,-0.6885259259549539,-2.2755352611439457
-4.013743273093508,0.513978255589605,-0.652885203901128,-3.94220106477566
0.5742863344479316,1.962645599300827,-9.148295664030618,8.896142818887276
-5.730353864865594,-7.583286018401834,-8.873316247132973,9.094323551134213
3.217346863789018,2.638264651137134,-10.147231961355539,9.775408918304407
-6.553494168909152,-8.131223169661249,-7.91430073742911,7.138620779055714
-2.409546257965109,8.510810474082122,3.0892154051619687,2.0417326587467595
-4.850593842853841,1.5811107488197895,-1.8970630722717332,-3.3673593977580163
-8.720501422482915,-8.159686560011648,-9.46314633433169,7.349613965709537
2.404235687095729,4.591493203111979,-8.558026660052109,9.6369862022664
-2.728869510890262,9.371398699710069,6.117772880969618,1.4548994656670846
5.5454862098345625,-7.90610837938696,-5.974922051327024,-3.838910285498533
-6.986657551105828,-7.915351915695321,-9.391977061983193,6.125645022909855
-7.592472973828435,-6.77367936558405,-9.093304974056865,8.827515904081391
6.713327230818556,-7.728684352788348,-7.302836049676742,-6.475997358652939
1.849672934923356,5.045111493407581,-8.935987235670531,7.821804886255636
3.6360115039228225,4.614985857434888,-9.8324667493746,10.362284211528243
-4.818879266269283,-5.124768750832742,-9.087291905115084,8.295093866453058
-7.222314785231619,-7.251550459271738,-10.245839451353831,6.545706227907828
7.59840695144976,-7.23811575488438,-8.917421790759942,-5.39758989169205
-3.393055059253883,9.168011234143849,4.698087554674101,0.8301993861101089
-5.8944549511850335,1.2430388887622912,-2.433842652897492,-3.936170331928012
6.705502740905543,-5.223525032077746,-6.433999433917079,-5.845408159105122
8.710356392644833,-4.544851555841334,-5.339438130046525,-5.739382853730141
-3.3559913411211553,7.499438903512457,4.19336388416108,2.8295684782642043
-4.223189424994986,1.2747891649140972,-0.05079088103807683,-2.779733385249205
-5.678413268987326,-7.288184966297498,-10.876452291813864,6.315436604581299
-5.109080147208301,0.638071727408464,0.37141537232740673,-1.944117049846529
-7.635977936435573,-8.302363302873621,-9.484900640878537,6.241974911884308
-3.595980630390065,1.8355790786679018,-3.2362720968034298,-4.060391116891744
-6.0508293547879415,3.632877166304751,-0.30504281809163336,-3.9521782819100015
6.514835649335518,-5.73852959170528,-7.148398968940228,-5.683629369087464
6.873537541760322,-4.820626954561387,-7.78186638879102,-8.0927186149121
7.0776693163390085,-5.060112179171333,-6.187059100580762,-6.698937642014646
2.5451357228996754,3.58775155198233,-9.612664706344933,11.54046740185175
6.0466407556466555,-5.284443530359453,-7.361886095046279,-6.030117903111858
-3.0438578433520016,-0.8508510476019913,-1.2347200476112734,-2.2364881969808765
6.4001616898248885,-4.145872210414485,-5.872525704219736,-5.597032016881506
5.604043621987402,-7.7195743758104785,-4.3072935259176655,-7.435118168653007
-8.658347440055548,-5.384065281786763,-8.183962100281953,7.267938244588248
5.583739152933063,-6.058442490789145,-6.97301285801727,-6.51888110591677
6.737259702300283,-4.275687705379215,-7.5051897699914925,-6.525569262211042
-3.053580347577933,9.125208717908187,3.488885258805799,2.348867702286404
-4.161217628939194,-0.34811796267143447,0.8098430903401286,-4.351303008471498
2.2021943860176543,5.553453842265508,-8.669993508081639,7.827696439616709
1.6598592934610434,3.041781661294765,-10.882991589804856,10.559023830618406
-3.934574746696978,0.19194884981048183,-0.5611577252156351,-5.791727804475749
1.5046889358280042,4.385239507559807,-9.604733010156703,10.58659031668797
-3.746500468842518,0.9370692822141663,-2.451498704600531,-2.7644848162928914
2.6650229947317197,5.49060408605334,-9.391788944382482,10.107200800828398
-8.436256364675174,-6.274099641930307,-10.118757109132293,9.078317097483067
-4.84250827499982,0.7334976153795424,-0.38590199737525543,-3.674323026099316
-7.393494108487964,-7.939323115164898,-8.901006853909182,8.278665235999942
6.510396832024662,-6.977516022723843,-6.572523913144013,-7.1824302571406236
4.65511717343698,-5.379161216586905,-5.135831663384695,-7.541550821622529
-7.990203036617099,-5.127839149852324,-7.902649363488549,8.595078010492863
5.439158073167328,-5.153289056438273,-4.83274982351429,-5.113147951234007
-3.511425050472636,0.4709330262538411,-2.264801487887813,-3.8510579143175585
-2.422150554814579,8.715278777732454,4.731639612763604,-0.0143992306601608
-3.2935832509531946,0.1255182966011233,-0.9839992332554988,-4.2046800097241395
-3.0745351143046924,1.0418622008461367,-1.6000317263273796,-4.542241607853849
3.587824264098516,4.095701294847921,-10.14350964077715,11.279354112680476
1.384913107557658,5.35046808702846,-8.167805866094096,8.82745074949041
6.849422013239378,-4.604580437005762,-7.379322474836385,-6.270229953083352
-1.841072471059272,-0.4242559589416661,-3.891387149904015,-4.461421417919272
2.3650255812418797,4.618204775074693,-9.018542833851747,9.8459056032572
3.095931984723948,3.1349362565098486,-9.455340439937075,8.698076228300712
0.7965345718618344,2.697076675711089,-9.363858295523979,10.44529534585204
-7.1495021264446414,-7.858873309058254,-9.282621016712122,7.700823408543555
6.463565157130727,-5.883038486167903,-6.319689183878878,-6.478911804559813
7.509326304368181,-6.336295225003416,-6.530622369644399,-6.049329852443024
-2.496195731174843,10.467820205355638,4.375222002990145,4.693338850530351
-1.9223405292524798,11.2047417540083,3.649342511097413,1.40687195433796
7.887135887442072,-5.731946209698415,-6.054667643259024,-4.6296948582960855
7.612731932803346,-3.5426947848431256,-6.920992440865821,-7.701712782510402
5.0337210001029264,-4.588478431977306,-7.098092232656037,-7.142162239945705
2.07116030518988,4.2020432471247915,-10.290301801890706,8.735296125688938
1.0326720982938382,5.102222743909125,-10.570797507622261,9.17356389324286
-6.552699817387108,-7.099210122084811,-8.008922175452522,5.1123876064908185
1.189944661759947,4.632867112307313,-10.140533158364923,10.031128860995397
5.276951673077079,-7.366779184311218,-4.892330328364379,-6.54123348008319
-3.2592543642794847,0.6898648273635322,-1.3798083836035826,-4.563935649128047
2.2893505007334345,5.051082351544346,-9.506026124808526,10.463677418305238
-1.5587737848667,8.43738247253592,3.7414641648797433,2.4650888554472377
-4.820887441671864,-0.15863770600406257,-1.9567609212011772,-2.800979102868344
3.130483051601692,3.121545628795378,-8.975536209021381,8.34478148006623
-3.348415146275389,8.705073752347108,4.971142267631666,2.948714811063091
5.452969753973251,-5.308615118214336,-5.166869169212337,-6.941692707250706
-2.2516472323299856,8.939840212432154,2.72110762092906,1.946655808491515
-5.328475215628747,-6.764434958983088,-7.659030572572184,7.391041396908812
-1.6966718006585522,10.370526156769145,4.5678687146477674,2.976702581832756
0.7707608106737316,5.605216159994169,-9.67046129247652,10.515492874828013
1.4095115443797894,3.7737499959849248,-9.302444723359047,9.73265383322691
-4.380465597589299,0.38918027834062163,1.2832437198593496,-5.6783875244343145
